"226"	"10"
"95"	"381"
"95"	"388"
"95"	"32"
"32"	"279"
"32"	"271"
"182"	"33"
"181"	"148"
"77"	"298"
"77"	"343"
"197"	"218"
"197"	"260"
"117"	"206"
"160"	"381"
"160"	"381"
"225"	"260"
"191"	"190"
"101"	"369"
"194"	"32"
"191"	"193"
"66"	"206"
"194"	"173"
"106"	"411"
"66"	"32"
"93"	"8"
"86"	"156"
"173"	"369"
"92"	"94"
"68"	"33"
"173"	"319"
"101"	"369"
"67"	"352"
"32"	"226"
"65"	"260"
"190"	"86"
"32"	"231"
"160"	"206"
"86"	"190"
"65"	"408"
"160"	"205"
"187"	"388"
"190"	"58"
"187"	"255"
"187"	"381"
"188"	"206"
"190"	"101"
"190"	"109"
"190"	"120"
"182"	"204"
"120"	"237"
"190"	"303"
"190"	"352"
"187"	"190"
"187"	"160"
"187"	"104"
"182"	"232"
"160"	"109"
"160"	"168"
"160"	"95"
"160"	"95"
"190"	"187"
"190"	"191"
"160"	"310"
"160"	"310"
"190"	"204"
"190"	"193"
"101"	"259"
"101"	"222"
"204"	"182"
"204"	"120"
"206"	"117"
"206"	"109"
"18"	"19"
"18"	"8"
"106"	"303"
"106"	"260"
"68"	"303"
"68"	"411"
"1"	"32"
"1"	"63"
"173"	"218"
"173"	"207"
"173"	"279"
"173"	"259"
"190"	"123"
"190"	"168"
"101"	"190"
"101"	"206"
"173"	"95"
"173"	"46"
"173"	"148"
"173"	"95"
"171"	"353"
"171"	"277"
"160"	"388"
"160"	"388"
"168"	"412"
"169"	"400"
"168"	"411"
"168"	"411"
"168"	"381"
"168"	"388"
"63"	"155"
"63"	"155"
"168"	"160"
"168"	"160"
"95"	"381"
"95"	"310"
"56"	"406"
"56"	"316"
"95"	"160"
"95"	"168"
"245"	"207"
"245"	"148"
"85"	"206"
"173"	"157"
"173"	"177"
"155"	"280"
"155"	"259"
"56"	"282"
"54"	"95"
"123"	"352"
"123"	"352"
"122"	"280"
"122"	"259"
"177"	"388"
"177"	"369"
"173"	"400"
"148"	"33"
"197"	"205"
"148"	"245"
"125"	"271"
"129"	"93"
"148"	"259"
"138"	"207"
"129"	"8"
"155"	"32"
"135"	"197"
"155"	"63"
"155"	"63"
"156"	"86"
"155"	"206"
"173"	"395"
"168"	"95"
"206"	"310"
"119"	"353"
"196"	"259"
"196"	"303"
"206"	"353"
"206"	"367"
"33"	"68"
"33"	"36"
"206"	"78"
"206"	"85"
"206"	"21"
"206"	"32"
"101"	"381"
"101"	"411"
"207"	"32"
"197"	"135"
"123"	"259"
"106"	"33"
"104"	"187"
"148"	"173"
"109"	"369"
"109"	"206"
"109"	"160"
"123"	"255"
"194"	"292"
"194"	"388"
"112"	"50"
"109"	"381"
"206"	"315"
"16"	"32"
"10"	"388"
"114"	"32"
"206"	"409"
"177"	"303"
"216"	"280"
"206"	"411"
"123"	"369"
"160"	"395"
"177"	"237"
"123"	"353"
"67"	"32"
"67"	"206"
"160"	"411"
"173"	"32"
"245"	"32"
"148"	"181"
"237"	"279"
"237"	"206"
"206"	"280"
"177"	"109"
"190"	"292"
"206"	"292"
"94"	"259"
"94"	"92"
"177"	"173"
"173"	"411"
"193"	"190"
"95"	"292"
"216"	"298"
"193"	"191"
"95"	"173"
"190"	"280"
"95"	"206"
"95"	"173"
"36"	"280"
"36"	"259"
"148"	"353"
"148"	"352"
"67"	"259"
"123"	"255"
"123"	"206"
"101"	"25"
"206"	"260"
"206"	"279"
"94"	"33"
"94"	"86"
"33"	"148"
"33"	"160"
"206"	"369"
"206"	"395"
"63"	"369"
"63"	"303"
"204"	"120"
"204"	"33"
"63"	"1"
"197"	"33"
"197"	"32"
"197"	"381"
"67"	"207"
"173"	"177"
"173"	"194"
"65"	"46"
"19"	"18"
"19"	"18"
"173"	"280"
"173"	"303"
"32"	"409"
"32"	"412"
"206"	"292"
"32"	"395"
"206"	"123"
"206"	"303"
"32"	"196"
"206"	"155"
"160"	"292"
"197"	"411"
"206"	"177"
"160"	"303"
"207"	"173"
"206"	"160"
"32"	"411"
"207"	"206"
"369"	"63"
"271"	"245"
"271"	"245"
"358"	"190"
"369"	"412"
"369"	"395"
"381"	"160"
"381"	"123"
"37"	"280"
"10"	"260"
"10"	"303"
"36"	"411"
"353"	"358"
"353"	"352"
"362"	"286"
"359"	"355"
"381"	"33"
"381"	"36"
"369"	"101"
"279"	"368"
"259"	"260"
"259"	"260"
"369"	"259"
"369"	"259"
"369"	"177"
"369"	"173"
"371"	"33"
"371"	"160"
"369"	"353"
"369"	"101"
"286"	"37"
"369"	"388"
"310"	"160"
"310"	"160"
"319"	"206"
"319"	"173"
"292"	"197"
"292"	"206"
"310"	"316"
"310"	"292"
"319"	"411"
"346"	"197"
"305"	"209"
"319"	"303"
"316"	"352"
"305"	"22"
"400"	"251"
"400"	"259"
"94"	"32"
"49"	"206"
"259"	"226"
"259"	"218"
"46"	"412"
"52"	"160"
"51"	"353"
"36"	"381"
"271"	"303"
"271"	"352"
"316"	"94"
"316"	"279"
"310"	"101"
"310"	"95"
"87"	"112"
"87"	"50"
"236"	"279"
"236"	"27"
"175"	"275"
"175"	"275"
"1"	"411"
"207"	"271"
"207"	"292"
"352"	"206"
"352"	"190"
"177"	"206"
"177"	"173"
"8"	"18"
"303"	"173"
"303"	"177"
"25"	"259"
"25"	"101"
"329"	"411"
"346"	"49"
"259"	"271"
"259"	"271"
"316"	"280"
"316"	"310"
"320"	"414"
"323"	"303"
"316"	"56"
"309"	"32"
"411"	"381"
"316"	"33"
"411"	"412"
"411"	"388"
"395"	"411"
"395"	"388"
"388"	"160"
"388"	"95"
"412"	"388"
"412"	"381"
"32"	"197"
"93"	"300"
"21"	"279"
"32"	"205"
"32"	"294"
"292"	"63"
"93"	"129"
"32"	"292"
"411"	"358"
"411"	"352"
"292"	"32"
"8"	"386"
"381"	"400"
"381"	"411"
"411"	"292"
"411"	"264"
"280"	"381"
"280"	"388"
"388"	"190"
"388"	"190"
"280"	"353"
"280"	"358"
"395"	"381"
"395"	"369"
"280"	"259"
"280"	"259"
"280"	"303"
"280"	"316"
"206"	"66"
"206"	"67"
"209"	"305"
"210"	"206"
"411"	"32"
"411"	"27"
"277"	"171"
"277"	"216"
"388"	"412"
"388"	"412"
"33"	"388"
"33"	"381"
"259"	"395"
"352"	"411"
"286"	"362"
"259"	"388"
"260"	"65"
"260"	"10"
"260"	"10"
"259"	"411"
"260"	"210"
"260"	"207"
"260"	"207"
"260"	"206"
"260"	"259"
"260"	"259"
"260"	"225"
"260"	"218"
"409"	"196"
"409"	"206"
"350"	"292"
"352"	"32"
"207"	"138"
"207"	"67"
"280"	"206"
"280"	"190"
"226"	"352"
"120"	"190"
"120"	"204"
"177"	"411"
"237"	"280"
"218"	"259"
"218"	"260"
"123"	"190"
"122"	"411"
"222"	"369"
"225"	"230"
"204"	"232"
"68"	"75"
"68"	"280"
"101"	"177"
"205"	"32"
"95"	"160"
"101"	"50"
"177"	"46"
"95"	"160"
"196"	"409"
"177"	"101"
"280"	"352"
"280"	"352"
"352"	"280"
"352"	"280"
"177"	"209"
"177"	"214"
"32"	"155"
"226"	"207"
"190"	"381"
"32"	"173"
"109"	"177"
"190"	"388"
"197"	"292"
"109"	"190"
"237"	"177"
"232"	"346"
"352"	"259"
"237"	"120"
"120"	"204"
"352"	"259"
"226"	"206"
"120"	"216"
"190"	"259"
"190"	"222"
"206"	"49"
"206"	"36"
"207"	"260"
"207"	"260"
"207"	"259"
"207"	"259"
"194"	"411"
"194"	"395"
"352"	"303"
"352"	"292"
"280"	"173"
"280"	"155"
"205"	"196"
"205"	"160"
"95"	"38"
"101"	"310"
"101"	"353"
"95"	"412"
"209"	"177"
"209"	"206"
"78"	"206"
"95"	"54"
"206"	"226"
"160"	"353"
"160"	"371"
"157"	"279"
"95"	"411"
"206"	"210"
"206"	"216"
"206"	"218"
"59"	"8"
"32"	"207"
"206"	"317"
"58"	"190"
"95"	"395"
"157"	"173"
"32"	"206"
"95"	"388"
"33"	"395"
"65"	"206"
"197"	"346"
"33"	"411"
"206"	"350"
"206"	"319"
"65"	"259"
"206"	"352"
"33"	"106"
"72"	"32"
"160"	"95"
"33"	"94"
"395"	"173"
"395"	"190"
"86"	"25"
"86"	"94"
"388"	"303"
"388"	"352"
"395"	"280"
"395"	"259"
"32"	"317"
"86"	"352"
"75"	"32"
"63"	"206"
"124"	"280"
"32"	"300"
"32"	"303"
"32"	"309"
"38"	"95"
"50"	"87"
"49"	"346"
"123"	"381"
"160"	"52"
"168"	"190"
"168"	"241"
"42"	"36"
"1"	"292"
"46"	"65"
"46"	"101"
"196"	"32"
"196"	"205"
"46"	"220"
"46"	"395"
"32"	"218"
"32"	"216"
"32"	"259"
"32"	"245"
"101"	"46"
"101"	"32"
"96"	"32"
"96"	"281"
"63"	"292"
"32"	"101"
"32"	"194"
"75"	"68"
"32"	"114"
"190"	"353"
"190"	"358"
"206"	"101"
"206"	"95"
"36"	"206"
"73"	"32"
"160"	"168"
"36"	"42"
"190"	"388"
"160"	"187"
"1"	"206"
"190"	"395"
"388"	"187"
"388"	"177"
"411"	"303"
"411"	"310"
"22"	"305"
"405"	"260"
"400"	"292"
"400"	"353"
"226"	"279"
"231"	"32"
"405"	"411"
"226"	"348"
"245"	"259"
"245"	"271"
"232"	"33"
"220"	"46"
"25"	"32"
"25"	"86"
"282"	"406"
"282"	"56"
"292"	"160"
"292"	"95"
"33"	"204"
"33"	"226"
"32"	"388"
"32"	"372"
"32"	"280"
"32"	"279"
"411"	"395"
"411"	"405"
"94"	"280"
"94"	"316"
"412"	"411"
"353"	"160"
"353"	"148"
"280"	"68"
"280"	"94"
"352"	"67"
"352"	"33"
"280"	"37"
"280"	"36"
"280"	"253"
"280"	"245"
"400"	"353"
"400"	"381"
"348"	"226"
"279"	"21"
"279"	"32"
"369"	"109"
"369"	"123"
"400"	"169"
"400"	"173"
"280"	"32"
"381"	"412"
"310"	"206"
"280"	"8"
"259"	"353"
"310"	"255"
"232"	"204"
"259"	"358"
"259"	"148"
"232"	"204"
"412"	"388"
"259"	"155"
"245"	"271"
"245"	"280"
"226"	"259"
"226"	"259"
"279"	"33"
"279"	"32"
"276"	"8"
"276"	"8"
"216"	"259"
"216"	"255"
"353"	"359"
"353"	"369"
"214"	"177"
"214"	"216"
"222"	"190"
"222"	"101"
"279"	"206"
"279"	"216"
"358"	"259"
"358"	"259"
"317"	"32"
"317"	"206"
"292"	"194"
"292"	"190"
"275"	"175"
"275"	"175"
"271"	"32"
"271"	"25"
"210"	"352"
"210"	"260"
"292"	"350"
"292"	"350"
"352"	"316"
"353"	"206"
"353"	"216"
"352"	"391"
"353"	"119"
"350"	"292"
"350"	"206"
"352"	"353"
"353"	"259"
"353"	"171"
"353"	"190"
"388"	"160"
"352"	"388"
"352"	"210"
"352"	"207"
"353"	"259"
"411"	"206"
"411"	"255"
"303"	"319"
"303"	"298"
"245"	"352"
"245"	"409"
"369"	"206"
"369"	"222"
"352"	"123"
"352"	"358"
"353"	"123"
"352"	"86"
"353"	"33"
"277"	"352"
"352"	"381"
"353"	"37"
"259"	"190"
"259"	"173"
"415"	"256"
"347"	"279"
"206"	"207"
"206"	"188"
"216"	"353"
"216"	"298"
"206"	"237"
"206"	"230"
"226"	"32"
"226"	"33"
"207"	"210"
"207"	"206"
