"277"	"171"
"277"	"216"
"173"	"148"
"173"	"95"
"101"	"190"
"101"	"177"
"171"	"353"
"171"	"277"
"190"	"168"
"190"	"187"
"237"	"177"
"237"	"120"
"412"	"411"
"412"	"388"
"411"	"292"
"411"	"303"
"187"	"190"
"187"	"160"
"94"	"86"
"94"	"33"
"259"	"210"
"259"	"207"
"67"	"192"
"67"	"32"
"255"	"411"
"255"	"310"
"190"	"222"
"190"	"259"
"218"	"197"
"218"	"206"
"292"	"207"
"292"	"206"
"395"	"381"
"388"	"358"
"388"	"369"
"32"	"194"
"1"	"292"
"1"	"206"
"400"	"173"
"395"	"388"
"33"	"316"
"33"	"352"
"192"	"94"
"192"	"109"
"32"	"173"
"369"	"259"
"369"	"222"
"403"	"25"
"181"	"192"
"411"	"68"
"93"	"300"
"182"	"33"
"411"	"197"
"411"	"194"
"411"	"95"
"397"	"411"
"21"	"206"
"405"	"25"
"371"	"33"
"21"	"279"
"190"	"388"
"93"	"129"
"405"	"260"
"190"	"381"
"191"	"193"
"192"	"119"
"50"	"101"
"191"	"190"
"106"	"33"
"259"	"32"
"192"	"148"
"52"	"160"
"37"	"280"
"123"	"381"
"411"	"397"
"411"	"412"
"206"	"218"
"206"	"216"
"123"	"369"
"187"	"388"
"190"	"101"
"190"	"109"
"224"	"391"
"224"	"411"
"204"	"120"
"204"	"182"
"190"	"193"
"190"	"191"
"197"	"381"
"197"	"292"
"190"	"123"
"190"	"120"
"255"	"123"
"78"	"206"
"190"	"292"
"190"	"280"
"255"	"187"
"259"	"190"
"259"	"192"
"259"	"303"
"259"	"352"
"160"	"109"
"160"	"168"
"259"	"218"
"259"	"226"
"206"	"188"
"206"	"192"
"259"	"271"
"259"	"271"
"259"	"207"
"259"	"206"
"192"	"173"
"148"	"192"
"192"	"181"
"106"	"260"
"148"	"245"
"36"	"32"
"106"	"303"
"1"	"411"
"36"	"8"
"275"	"175"
"275"	"175"
"33"	"232"
"33"	"232"
"259"	"148"
"259"	"173"
"279"	"33"
"279"	"157"
"190"	"353"
"372"	"32"
"381"	"33"
"353"	"37"
"353"	"33"
"353"	"123"
"353"	"119"
"353"	"101"
"353"	"51"
"353"	"160"
"353"	"148"
"353"	"352"
"353"	"358"
"388"	"95"
"388"	"95"
"353"	"400"
"206"	"352"
"206"	"350"
"206"	"160"
"207"	"352"
"101"	"310"
"206"	"177"
"206"	"63"
"101"	"259"
"310"	"160"
"206"	"65"
"381"	"388"
"310"	"206"
"8"	"300"
"381"	"358"
"190"	"358"
"8"	"276"
"193"	"191"
"197"	"205"
"280"	"245"
"194"	"32"
"388"	"381"
"388"	"259"
"197"	"33"
"388"	"381"
"207"	"206"
"207"	"210"
"388"	"205"
"207"	"206"
"207"	"245"
"226"	"352"
"207"	"226"
"207"	"259"
"182"	"204"
"320"	"414"
"319"	"411"
"388"	"168"
"119"	"192"
"218"	"259"
"218"	"260"
"182"	"232"
"352"	"303"
"95"	"32"
"350"	"206"
"350"	"292"
"280"	"253"
"395"	"194"
"395"	"190"
"352"	"316"
"352"	"32"
"353"	"381"
"353"	"383"
"190"	"303"
"317"	"206"
"388"	"395"
"388"	"411"
"350"	"292"
"303"	"68"
"353"	"279"
"353"	"280"
"371"	"160"
"190"	"352"
"32"	"95"
"32"	"96"
"303"	"63"
"206"	"280"
"271"	"280"
"292"	"190"
"206"	"292"
"206"	"224"
"259"	"67"
"271"	"280"
"206"	"226"
"260"	"225"
"260"	"197"
"319"	"173"
"260"	"259"
"216"	"298"
"292"	"194"
"260"	"206"
"216"	"298"
"197"	"218"
"206"	"210"
"206"	"237"
"197"	"260"
"206"	"369"
"206"	"230"
"160"	"353"
"206"	"395"
