"109"	"160"
"101"	"353"
"8"	"386"
"206"	"21"
"32"	"352"
"94"	"33"
"206"	"315"
"280"	"271"
"122"	"259"
"148"	"173"
"104"	"187"
"237"	"120"
"101"	"259"
"237"	"206"
"8"	"93"
"8"	"36"
"279"	"368"
"207"	"292"
"33"	"197"
"160"	"168"
"109"	"206"
"120"	"204"
"160"	"109"
"129"	"93"
"160"	"292"
"190"	"388"
"125"	"271"
"32"	"25"
"120"	"216"
"182"	"33"
"32"	"67"
"160"	"187"
"37"	"353"
"36"	"32"
"73"	"32"
"67"	"259"
"27"	"160"
"36"	"42"
"46"	"395"
"46"	"412"
"36"	"206"
"190"	"259"
"75"	"32"
"72"	"32"
"101"	"25"
"32"	"96"
"190"	"292"
"32"	"300"
"68"	"33"
"63"	"303"
"33"	"352"
"78"	"206"
"94"	"32"
"123"	"259"
"65"	"408"
"138"	"207"
"1"	"411"
"8"	"32"
"119"	"353"
"32"	"411"
"32"	"114"
"94"	"86"
"237"	"177"
"206"	"350"
"160"	"310"
"160"	"411"
"216"	"214"
"173"	"411"
"160"	"310"
"160"	"95"
"188"	"206"
"160"	"371"
"168"	"95"
"168"	"160"
"210"	"352"
"177"	"101"
"173"	"148"
"173"	"194"
"173"	"157"
"124"	"280"
"190"	"86"
"155"	"63"
"160"	"388"
"168"	"388"
"187"	"190"
"32"	"294"
"32"	"309"
"160"	"303"
"10"	"260"
"148"	"353"
"173"	"95"
"190"	"123"
"160"	"205"
"177"	"209"
"177"	"173"
"148"	"259"
"109"	"190"
"156"	"86"
"160"	"168"
"194"	"292"
"33"	"160"
"160"	"27"
"148"	"33"
"32"	"173"
"32"	"303"
"122"	"411"
"114"	"32"
"123"	"369"
"173"	"177"
"32"	"206"
"112"	"50"
"32"	"216"
"160"	"381"
"123"	"352"
"177"	"369"
"177"	"237"
"160"	"95"
"173"	"46"
"160"	"388"
"123"	"353"
"226"	"259"
"160"	"395"
"168"	"241"
"148"	"352"
"148"	"181"
"160"	"33"
"123"	"381"
"160"	"353"
"206"	"65"
"205"	"197"
"209"	"206"
"206"	"226"
"168"	"190"
"197"	"411"
"204"	"232"
"204"	"182"
"190"	"381"
"259"	"395"
"259"	"279"
"206"	"411"
"197"	"33"
"194"	"32"
"205"	"160"
"194"	"395"
"216"	"120"
"206"	"303"
"276"	"300"
"260"	"210"
"280"	"352"
"190"	"204"
"206"	"207"
"206"	"230"
"197"	"205"
"259"	"353"
"204"	"120"
"259"	"260"
"197"	"381"
"204"	"232"
"206"	"177"
"216"	"280"
"182"	"204"
"187"	"255"
"216"	"298"
"187"	"160"
"190"	"388"
"173"	"218"
"190"	"187"
"194"	"173"
"187"	"388"
"222"	"369"
"190"	"353"
"190"	"352"
